School,County,SupervisoryUnion,OperatingDistrict,Grade,Enrollment,year
Montpelier SD,Washington County,Montpelier SD,Montpelier SD,PKEEE,32,2005
Woodbury Elementary School,Washington County,Orleans Southwest SU,Woodbury,KPart,6,2005
Woodbury Elementary School,Washington County,Orleans Southwest SU,Woodbury,Grade01,9,2005
Woodbury Elementary School,Washington County,Orleans Southwest SU,Woodbury,Grade02,10,2005
Woodbury Elementary School,Washington County,Orleans Southwest SU,Woodbury,Grade03,4,2005
Woodbury Elementary School,Washington County,Orleans Southwest SU,Woodbury,Grade04,9,2005
Woodbury Elementary School,Washington County,Orleans Southwest SU,Woodbury,Grade05,5,2005
Woodbury Elementary School,Washington County,Orleans Southwest SU,Woodbury,Grade06,11,2005
Berlin Elementary School,Washington County,Washington Central SU,Berlin,KFull,32,2005
Berlin Elementary School,Washington County,Washington Central SU,Berlin,Grade01,37,2005
Berlin Elementary School,Washington County,Washington Central SU,Berlin,Grade02,30,2005
Berlin Elementary School,Washington County,Washington Central SU,Berlin,Grade03,30,2005
Berlin Elementary School,Washington County,Washington Central SU,Berlin,Grade04,31,2005
Berlin Elementary School,Washington County,Washington Central SU,Berlin,Grade05,37,2005
Berlin Elementary School,Washington County,Washington Central SU,Berlin,Grade06,40,2005
Calais Elementary School,Washington County,Washington Central SU,Calais,KPart,11,2005
Calais Elementary School,Washington County,Washington Central SU,Calais,Grade01,11,2005
Calais Elementary School,Washington County,Washington Central SU,Calais,Grade02,16,2005
Calais Elementary School,Washington County,Washington Central SU,Calais,Grade03,13,2005
Calais Elementary School,Washington County,Washington Central SU,Calais,Grade04,13,2005
Calais Elementary School,Washington County,Washington Central SU,Calais,Grade05,24,2005
Calais Elementary School,Washington County,Washington Central SU,Calais,Grade06,12,2005
East Montpelier Elementary Sch,Washington County,Washington Central SU,East Montpelier,KFull,32,2005
East Montpelier Elementary Sch,Washington County,Washington Central SU,East Montpelier,Grade01,29,2005
East Montpelier Elementary Sch,Washington County,Washington Central SU,East Montpelier,Grade02,31,2005
East Montpelier Elementary Sch,Washington County,Washington Central SU,East Montpelier,Grade03,25,2005
East Montpelier Elementary Sch,Washington County,Washington Central SU,East Montpelier,Grade04,29,2005
East Montpelier Elementary Sch,Washington County,Washington Central SU,East Montpelier,Grade05,29,2005
East Montpelier Elementary Sch,Washington County,Washington Central SU,East Montpelier,Grade06,35,2005
Rumney School (Middlesex),Washington County,Washington Central SU,Middlesex,KFull,17,2005
Rumney School (Middlesex),Washington County,Washington Central SU,Middlesex,Grade01,12,2005
Rumney School (Middlesex),Washington County,Washington Central SU,Middlesex,Grade02,15,2005
Rumney School (Middlesex),Washington County,Washington Central SU,Middlesex,Grade03,17,2005
Rumney School (Middlesex),Washington County,Washington Central SU,Middlesex,Grade04,25,2005
Rumney School (Middlesex),Washington County,Washington Central SU,Middlesex,Grade05,22,2005
Rumney School (Middlesex),Washington County,Washington Central SU,Middlesex,Grade06,29,2005
U32 High School UHSD #32 (Scho,Washington County,Washington Central SU,U32 High School UHSD #32 (Dist,Grade07,121,2005
U32 High School UHSD #32 (Scho,Washington County,Washington Central SU,U32 High School UHSD #32 (Dist,Grade08,166,2005
U32 High School UHSD #32 (Scho,Washington County,Washington Central SU,U32 High School UHSD #32 (Dist,Grade09,152,2005
U32 High School UHSD #32 (Scho,Washington County,Washington Central SU,U32 High School UHSD #32 (Dist,Grade10,166,2005
U32 High School UHSD #32 (Scho,Washington County,Washington Central SU,U32 High School UHSD #32 (Dist,Grade11,129,2005
U32 High School UHSD #32 (Scho,Washington County,Washington Central SU,U32 High School UHSD #32 (Dist,Grade12,133,2005
Washington Central SU,Washington County,Washington Central SU,Washington Central SU,PKEEE,76,2005
Doty Memorial School,Washington County,Washington Central SU,Worcester,KFull,5,2005
Doty Memorial School,Washington County,Washington Central SU,Worcester,Grade01,8,2005
Doty Memorial School,Washington County,Washington Central SU,Worcester,Grade02,8,2005
Doty Memorial School,Washington County,Washington Central SU,Worcester,Grade03,12,2005
Doty Memorial School,Washington County,Washington Central SU,Worcester,Grade04,12,2005
Doty Memorial School,Washington County,Washington Central SU,Worcester,Grade05,9,2005
Doty Memorial School,Washington County,Washington Central SU,Worcester,Grade06,11,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,PKEEE,16,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,KFull,1,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade01,12,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade02,11,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade03,10,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade04,10,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade05,10,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade06,12,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade07,18,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade08,29,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade09,18,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade10,24,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade11,20,2005
Cabot School,Washington County,Washington Northeast SU,Cabot,Grade12,18,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),PKEEE,18,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),KPart,36,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade01,25,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade02,35,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade03,26,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade04,22,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade05,41,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade06,35,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade07,34,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade08,44,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade09,43,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade10,34,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade11,48,2005
Twinfield USD #33 (School),Washington County,Washington Northeast SU,Twinfield USD #33 (District),Grade12,40,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,PKEEE,41,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,KPart,36,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,KFull,6,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,Grade01,43,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,Grade02,41,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,Grade03,49,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,Grade04,50,2005
Northfield Elementary School,Washington County,Washington South SU,Northfield,Grade05,45,2005
Northfield Middle/High School,Washington County,Washington South SU,Northfield,Grade06,52,2005
Northfield Middle/High School,Washington County,Washington South SU,Northfield,Grade07,64,2005
Northfield Middle/High School,Washington County,Washington South SU,Northfield,Grade08,75,2005
Northfield Middle/High School,Washington County,Washington South SU,Northfield,Grade09,62,2005
Northfield Middle/High School,Washington County,Washington South SU,Northfield,Grade10,64,2005
Northfield Middle/High School,Washington County,Washington South SU,Northfield,Grade11,69,2005
Northfield Middle/High School,Washington County,Washington South SU,Northfield,Grade12,67,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,PKEEE,9,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,KFull,4,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,Grade01,12,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,Grade02,9,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,Grade03,6,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,Grade04,6,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,Grade05,7,2005
Roxbury Village School,Washington County,Washington South SU,Roxbury,Grade06,6,2005
Crossett Brook Middle USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade05,76,2005
Crossett Brook Middle USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade06,80,2005
Crossett Brook Middle USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade07,89,2005
Crossett Brook Middle USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade08,77,2005
Thatcher Brook Primary USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,PKEEE,57,2005
Thatcher Brook Primary USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,KPart,64,2005
Thatcher Brook Primary USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade01,69,2005
Thatcher Brook Primary USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade02,60,2005
Thatcher Brook Primary USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade03,76,2005
Thatcher Brook Primary USD #45,Washington County,Washington West SU,Duxbury/Waterbury Union #45,Grade04,69,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,PKEEE,22,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,KPart,13,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,Grade01,14,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,Grade02,17,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,Grade03,16,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,Grade04,17,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,Grade05,9,2005
Fayston Elementary School,Washington County,Washington West SU,Fayston,Grade06,11,2005
Harwood UHSD #19 (School),Washington County,Washington West SU,Harwood UHSD #19 (District),Grade09,173,2005
Harwood UHSD #19 (School),Washington County,Washington West SU,Harwood UHSD #19 (District),Grade10,172,2005
Harwood UHSD #19 (School),Washington County,Washington West SU,Harwood UHSD #19 (District),Grade11,154,2005
Harwood UHSD #19 (School),Washington County,Washington West SU,Harwood UHSD #19 (District),Grade12,157,2005
Harwood UHSD #19 (School),Washington County,Washington West SU,Harwood UHSD #19 (District),AW,6,2005
Harwood Union Middle UHSD #19,Washington County,Washington West SU,Harwood UHSD #19 (District),Grade07,76,2005
Harwood Union Middle UHSD #19,Washington County,Washington West SU,Harwood UHSD #19 (District),Grade08,100,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,PKEEE,19,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,KPart,21,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,Grade01,23,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,Grade02,15,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,Grade03,16,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,Grade04,23,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,Grade05,15,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,Grade06,24,2005
Moretown Elementary School,Washington County,Washington West SU,Moretown,ElementaryUngraded,5,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,PKEEE,39,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,KPart,14,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,Grade01,20,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,Grade02,17,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,Grade03,20,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,Grade04,23,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,Grade05,20,2005
Waitsfield Elementary School,Washington County,Washington West SU,Waitsfield,Grade06,25,2005
Warren Elementary School,Washington County,Washington West SU,Warren,PKEEE,17,2005
Warren Elementary School,Washington County,Washington West SU,Warren,KPart,23,2005
Warren Elementary School,Washington County,Washington West SU,Warren,Grade01,11,2005
Warren Elementary School,Washington County,Washington West SU,Warren,Grade02,12,2005
Warren Elementary School,Washington County,Washington West SU,Warren,Grade03,19,2005
Warren Elementary School,Washington County,Washington West SU,Warren,Grade04,22,2005
Warren Elementary School,Washington County,Washington West SU,Warren,Grade05,24,2005
Warren Elementary School,Washington County,Washington West SU,Warren,Grade06,21,2005
Woodside Juvenile Rehab Center,Washington County,Woodside Juvenile Rehab Center,Woodside Juvenile Rehab Center,Grade07,1,2005
Woodside Juvenile Rehab Center,Washington County,Woodside Juvenile Rehab Center,Woodside Juvenile Rehab Center,Grade09,3,2005
Woodside Juvenile Rehab Center,Washington County,Woodside Juvenile Rehab Center,Woodside Juvenile Rehab Center,Grade10,5,2005
Woodside Juvenile Rehab Center,Washington County,Woodside Juvenile Rehab Center,Woodside Juvenile Rehab Center,Grade11,6,2005
Woodside Juvenile Rehab Center,Washington County,Woodside Juvenile Rehab Center,Woodside Juvenile Rehab Center,Grade12,3,2005
Brookline Elementary School,Windham County,Windham Central SU,Brookline,KFull,7,2005
Brookline Elementary School,Windham County,Windham Central SU,Brookline,Grade01,3,2005
Brookline Elementary School,Windham County,Windham Central SU,Brookline,Grade02,8,2005
Brookline Elementary School,Windham County,Windham Central SU,Brookline,Grade03,8,2005
Brookline Elementary School,Windham County,Windham Central SU,Brookline,Grade04,5,2005
Brookline Elementary School,Windham County,Windham Central SU,Brookline,Grade05,7,2005
Brookline Elementary School,Windham County,Windham Central SU,Brookline,Grade06,9,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,PKEEE,13,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,KFull,8,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,Grade01,10,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,Grade02,13,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,Grade03,12,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,Grade04,14,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,Grade05,10,2005
Dover Elementary School,Windham County,Windham Central SU,Dover,Grade06,6,2005
Jamaica Village School,Windham County,Windham Central SU,Jamaica,KFull,12,2005
Jamaica Village School,Windham County,Windham Central SU,Jamaica,Grade01,11,2005
Jamaica Village School,Windham County,Windham Central SU,Jamaica,Grade02,17,2005
Jamaica Village School,Windham County,Windham Central SU,Jamaica,Grade03,16,2005
Jamaica Village School,Windham County,Windham Central SU,Jamaica,Grade04,10,2005
Jamaica Village School,Windham County,Windham Central SU,Jamaica,Grade05,12,2005
