Fiscal Year,SUID,SUName,ORGID,OrgName,Enrollment,Concat,K12FTE,TotStaffFTE,VCFlag
2012-2013,SU003,Addison Central SU,PS268,Shoreham Elementary School,74,PS2682013,10.12,17.52,0
2012-2013,SU003,Addison Central SU,PS336,Weybridge Elementary School,40,PS3362013,5.11,11.91,0
2012-2013,SU003,Addison Central SU,PS366,Middlebury Union Middle School #3,314,PS3662013,30.9,57.35,0
2012-2013,SU003,Addison Central SU,SU003,Addison Central SU,0,SU0032013,8.45,46.3,0
2012-2013,SU004,Addison Rutland SU,PS031,Benson Village School,96,PS0312013,10.46,26.28,0
2012-2013,SU004,Addison Rutland SU,PS061,Castleton Hubbardton US #42,348,PS0612013,33.4,85.11,0
2012-2013,SU004,Addison Rutland SU,PS103,Fair Haven Grade School,322,PS1032013,32.5,68.92,0
2012-2013,SU004,Addison Rutland SU,PS104,Fair Haven UHS #16,432,PS1042013,43.6,92.98,0
2012-2013,SU004,Addison Rutland SU,PS218,Orwell Village School,123,PS2182013,11.1,24.48,0
2012-2013,SU004,Addison Rutland SU,SU004,Addison Rutland SU,0,SU0042013,9,30.88,0
2012-2013,SU005,Southwest Vermont SU,PS029,Bennington Elementary School,256,PS0292013,16.7,25.03,0
2012-2013,SU005,Southwest Vermont SU,PS188,Molly Stark School,387,PS1882013,25.5,41.84,0
2012-2013,SU005,Southwest Vermont SU,PS192,Monument Elementary School,138,PS1922013,8.6,17.13,0
2012-2013,SU005,Southwest Vermont SU,PS196,Mt Anthony Sr UHS #14,1001,PS1962013,69,115.54,0
2012-2013,SU005,Southwest Vermont SU,PS197,Mt Anthony Union Middle School,572,PS1972013,43.5,75.36,0
2012-2013,SU005,Southwest Vermont SU,PS213,North Bennington Graded School,119,PS2132013,9.7,14.9,0
2012-2013,SU005,Southwest Vermont SU,PS231,Pownal Elementary School,263,PS2312013,18.8,32.3,0
2012-2013,SU005,Southwest Vermont SU,PS262,Shaftsbury Elem School,235,PS2622013,15.8,22.8,0
2012-2013,SU005,Southwest Vermont SU,PS354,Woodford Hollow School,26,PS3542013,3.3,5,0
2012-2013,SU005,Southwest Vermont SU,SU005,Southwest Vermont SU,0,SU0052013,94.1,279.44,0
2012-2013,SU006,Bennington Rutland SU,PS079,Currier Memorial US #23,95,PS0792013,10.5,27.5,0
2012-2013,SU006,Bennington Rutland SU,PS085,Dorset School,173,PS0852013,19.7,39.8,0
2012-2013,SU006,Bennington Rutland SU,PS175,Manchester Elem/Middle School,393,PS1752013,41.2,83.9,0
2012-2013,SU006,Bennington Rutland SU,PS293,Sunderland Elem School,62,PS2932013,7.7,13.6,0
2012-2013,SU006,Bennington Rutland SU,PS392,Mettawee Community US #47,165,PS3922013,18.2,43.5,0
2012-2013,SU006,Bennington Rutland SU,SU006,Bennington Rutland SU,0,SU0062013,1.8,24.4,0
2012-2013,SU007,Colchester SD,PS072,Colchester High School,699,PS0722013,57.8,123.8,0
2012-2013,SU007,Colchester SD,PS073,Colchester Middle School,510,PS0732013,39.6,91.3,0
2012-2013,SU007,Colchester SD,PS174,Malletts Bay School,415,PS1742013,29.5,78.16,0
2012-2013,SU007,Colchester SD,PS227,Porters Point School,247,PS2272013,17.85,44.86,0
2012-2013,SU007,Colchester SD,PS309,Union Memorial School,242,PS3092013,17.1,45.71,0
2012-2013,SU007,Colchester SD,SU007,Colchester SD,0,SU0072013,3.9,46.4,0
2012-2013,SU008,Caledonia North SU,PS051,Burke Town School,181,PS0512013,20.3,40.7,0
2012-2013,SU008,Caledonia North SU,PS170,Lyndon Town School,434,PS1702013,48.8,95.3,0
2012-2013,SU008,Caledonia North SU,PS184,Millers Run School US #37,114,PS1842013,11.9,25.5,0
2012-2013,SU008,Caledonia North SU,PS201,Newark School,66,PS2012013,4.6,9.2,0
2012-2013,SU008,Caledonia North SU,PS294,Sutton Village School,104,PS2942013,9.3,18.7,0
2012-2013,SU008,Caledonia North SU,SU008,Caledonia North SU,0,SU0082013,14.8,40.8,0
2012-2013,SU009,Caledonia Central SU,PS018,Barnet Elementary School,186,PS0182013,20.53,39.53,0
2012-2013,SU009,Caledonia Central SU,PS082,Danville School,330,PS0822013,36.5,70.3,0
2012-2013,SU009,Caledonia Central SU,PS223,Peacham Elementary School,39,PS2232013,4.8,9.4,0
2012-2013,SU009,Caledonia Central SU,PS316,Walden School,96,PS3162013,10.45,19.75,0
2012-2013,SU009,Caledonia Central SU,SU009,Caledonia Central SU,0,SU0092013,2.6,18.3,0
2012-2013,SU010,Milton SD,PS140,Milton Elementary School,682,PS1402013,70.43,154.4,0
2012-2013,SU010,Milton SD,PS185,Milton Middle School,376,PS1852013,24.73,33.58,0
2012-2013,SU010,Milton SD,PS186,Milton High School,518,PS1862013,45.66,83.07,0
2012-2013,SU010,Milton SD,SU010,Milton SD,0,SU0102013,0,14.55,0
2012-2013,SU011,St Johnsbury SD,PS400,St Johnsbury Schools,604,PS4002013,56.1,138.75,0
2012-2013,SU011,St Johnsbury SD,SU011,St Johnsbury SD,0,SU0112013,0,0,0
2012-2013,SU012,Chittenden East SU,PS041,Brewster Pierce Elementary School,132,PS0412013,8.2,16.01,0
2012-2013,SU012,Chittenden East SU,PS050,Browns River Middle School,415,PS0502013,30.1,49.15,0
2012-2013,SU012,Chittenden East SU,PS058,Camels Hump Middle School,373,PS0582013,28.05,43.42,0
2012-2013,SU012,Chittenden East SU,PS152,Jericho Elementary School,229,PS1522013,17.8,33.68,0
2012-2013,SU012,Chittenden East SU,PS199,Mt Mansfield US #17,889,PS1992013,54.8,97.95,0
2012-2013,SU012,Chittenden East SU,PS243,Richmond Elementary School,263,PS2432013,18.2,33.72,0
2012-2013,SU012,Chittenden East SU,PS270,Smilie Memorial School(Bolton),57,PS2702013,4.3,8.95,0
2012-2013,SU012,Chittenden East SU,PS306,Underhill Central Elementary School,155,PS3062013,9.4,16.94,0
2012-2013,SU012,Chittenden East SU,PS307,Underhill Id Elementary School,110,PS3072013,8.1,13.79,0
2012-2013,SU012,Chittenden East SU,SU012,Chittenden East SU,0,SU0122013,52.34,206.12,0
2012-2013,SU013,Chittenden Central SU,PS009,Albert D Lawton School,345,PS0092013,31,62.9,0
2012-2013,SU013,Chittenden Central SU,PS141,Hiawatha School,228,PS1412013,19.9,41.9,0
2012-2013,SU013,Chittenden Central SU,PS292,Summit Street School,219,PS2922013,18.8,47,0
2012-2013,SU013,Chittenden Central SU,PS299,Thomas Fleming School,209,PS2992013,16.4,39.9,0
2012-2013,SU013,Chittenden Central SU,PS333,Westford Elementary School,186,PS3332013,16,35.9,0
2012-2013,SU013,Chittenden Central SU,PS388,Essex Community Ed Ctr,1305,PS3882013,152.4,330.3,0
2012-2013,SU013,Chittenden Central SU,SU013,Chittenden Central SU,0,SU0132013,0,54.8,0
2012-2013,SU014,Chittenden South SU,PS066,Champlain Valley UHS #15,1281,PS0662013,94.76,193.54,0
2012-2013,SU014,Chittenden South SU,PS068,Charlotte Central School,420,PS0682013,37.54,80.09,0
2012-2013,SU014,Chittenden South SU,PS143,Hinesburg Community School,459,PS1432013,40.85,82.97,0
2012-2013,SU014,Chittenden South SU,PS264,Shelburne Community School,747,PS2642013,56.26,138.58,0
2012-2013,SU014,Chittenden South SU,PS398,Williston Schools,1038,PS3982013,85.3,202.94,0
2012-2013,SU014,Chittenden South SU,SU014,Chittenden South SU,0,SU0142013,10.95,120.69,0
2012-2013,SU015,Burlington SD,PS052,Burlington Senior High School,1067,PS0522013,106.5,190.9,0
2012-2013,SU015,Burlington SD,PS065,Champlain Elementary School,329,PS0652013,25.6,56.7,0
2012-2013,SU015,Burlington SD,PS080,C P Smith School,290,PS0802013,24.2,55.1,0
2012-2013,SU015,Burlington SD,PS094,Edmunds Elementary School,369,PS0942013,28.2,57,0
2012-2013,SU015,Burlington SD,PS095,Edmunds Middle School,378,PS0952013,38.7,78,0
2012-2013,SU015,Burlington SD,PS155,J J Flynn School,316,PS1552013,26.1,59.1,0
2012-2013,SU015,Burlington SD,PS159,Sustain Acad At Lawrence Barnes,188,PS1592013,20.2,44.2,0
2012-2013,SU015,Burlington SD,PS169,Lyman C Hunt Middle School,379,PS1692013,37.7,79.1,0
2012-2013,SU015,Burlington SD,PS337,Integrated Arts Acad At Ho Wheeler,272,PS3372013,25,55,0
2012-2013,SU015,Burlington SD,SU015,Burlington SD,0,SU0152013,14.9,163.8,0
2012-2013,SU016,South Burlington SD,PS064,Chamberlin School,246,PS0642013,26.5,47.66,0
2012-2013,SU016,South Burlington SD,PS216,Orchard School,368,PS2162013,31.2,54.22,0
2012-2013,SU016,South Burlington SD,PS271,Rick Marcotte Central School,334,PS2712013,29,57.45,0
2012-2013,SU016,South Burlington SD,PS272,So Burlington High School,866,PS2722013,74.05,122.9,0
2012-2013,SU016,South Burlington SD,PS273,Frederick H Tuttle Middle School,537,PS2732013,46.2,83.95,0
2012-2013,SU016,South Burlington SD,SU016,South Burlington SD,0,SU0162013,2.5,126.65,0
2012-2013,SU017,Winooski SD,PS154,J F Kennedy Elem School,375,PS1542013,40.25,84,0
2012-2013,SU017,Winooski SD,PS351,Winooski High School,204,PS3512013,25.97,51.93,0
2012-2013,SU017,Winooski SD,PS401,Winooski Middle School,154,PS4012013,14.32,31.63,0
2012-2013,SU017,Winooski SD,SU017,Winooski SD,0,SU0172013,0,5.35,0
2012-2013,SU018,Essex Caledonia SU,PS074,Concord Graded/High School,187,PS0742013,20.25,40.5,0
2012-2013,SU018,Essex Caledonia SU,PS127,Guildhall Elementary School,19,PS1272013,3.2,5.45,0
2012-2013,SU018,Essex Caledonia SU,PS168,Lunenburg/Gilman Schools,95,PS1682013,9.5,24,0
2012-2013,SU018,Essex Caledonia SU,PS324,Waterford Elementary School,152,PS3242013,11.6,33.15,0
2012-2013,SU018,Essex Caledonia SU,SU018,Essex Caledonia SU,0,SU0182013,0,12.7,0
2012-2013,SU019,Essex North SU,PS059,Canaan Schools,189,PS0592013,21.6,31,0
2012-2013,SU019,Essex North SU,SU019,Essex North SU,0,SU0192013,2.25,17.15,0
2012-2013,SU020,Franklin Northeast SU,PS015,Bakersfield School,142,PS0152013,13.4,30.89,0
2012-2013,SU020,Franklin Northeast SU,PS032,Berkshire Elementary School,185,PS0322013,13.8,33.69,0
2012-2013,SU020,Franklin Northeast SU,PS096,Enosburg Falls Elementary School,211,PS0962013,20.6,47,0
2012-2013,SU020,Franklin Northeast SU,PS098,Enosburg Falls Middle-High School,413,PS0982013,50.64,108.74,0
2012-2013,SU020,Franklin Northeast SU,PS190,Montgomery Elementary School,114,PS1902013,9.85,21.9,0
2012-2013,SU020,Franklin Northeast SU,PS241,Richford Elementary School,219,PS2412013,16.5,37.87,0
2012-2013,SU020,Franklin Northeast SU,PS242,Richford Jr/Sr High School,232,PS2422013,22.3,48.55,0
2012-2013,SU020,Franklin Northeast SU,SU020,Franklin Northeast SU,0,SU0202013,10.7,30.43,0
2012-2013,SU021,Franklin Northwest SU,PS115,Franklin Elementary School,124,PS1152013,8.75,27.78,0
2012-2013,SU021,Franklin Northwest SU,PS142,Highgate Elementary School,305,PS1422013,28.9,70.25,0
2012-2013,SU021,Franklin Northwest SU,PS187,Missisquoi Valley UHS #7,900,PS1872013,94.23,187.34,0
2012-2013,SU021,Franklin Northwest SU,PS266,Sheldon Elementary School,248,PS2662013,22.7,51.78,0
2012-2013,SU021,Franklin Northwest SU,PS295,Swanton Schools,538,PS2952013,55.5,131.64,0
2012-2013,SU021,Franklin Northwest SU,SU021,Franklin Northwest SU,0,SU0212013,11.95,43.98,0
2012-2013,SU022,Franklin West SU,PS027,Bellows Free Academy (Fairfax),531,PS0272013,45.29,98.16,0
2012-2013,SU022,Franklin West SU,PS110,Fletcher Elementary School,128,PS1102013,11.7,24.7,0
2012-2013,SU022,Franklin West SU,PS117,Georgia Elem/Middle School,538,PS1172013,54,102.76,0
2012-2013,SU022,Franklin West SU,PS405,Bellows Free Academy HS(Fairfax),327,PS4052013,27.34,53.59,0
2012-2013,SU022,Franklin West SU,SU022,Franklin West SU,0,SU0222013,4.23,17.73,0
2012-2013,SU023,Franklin Central SU,PS105,Fairfield Center School,218,PS1052013,24,45,0
